call_id,received_at,line,caller_ref,wait_seconds,talk_seconds,outcome,handled_by
C004120,2026-03-23 09:49:52,Main,P00327,17,183,ANSWERED,R02
C004121,2026-03-23 09:53:12,New Patients ,P02756,13,203,ANSWERED,R04
C004122,2026-03-23 09:57:34,New Patients,P02055,7,261,ANSWERED,R01
C004123,2026-03-23 10:00:56,Billing,P00792,,200,ANSWERED,R02
C004124,2026-03-23 10:02:29,Main,P02277,7,352,ANSWERED,R03
C004125,2026-03-23 10:11:14,New Patients,P00560,17,193,Answered,R04
C004126,2026-03-23 10:27:28,Main,P02525,6,127,answered,R01
C004127,2026-03-23 10:28:10,Billing,P03438,12,159,ANSWERED,R03
C004128,2026-03-23 10:38:54,New Patients,P00547,7,576,ANSWERED,R02
C004129,2026-03-23 10:45:56,Main,P04169,12,228,Answered,R03
C004130,2026-03-23 10:59:49,Main,P02394,6,246,ANSWERED,R01
C004131,2026-03-23 11:09:26,Main,P03014,4,236,Answered,R02
C004132,2026-03-23 11:11:35,Main,P02629,10,166,answered,R03
C004133,2026-03-23 11:16:09,New Patients,P00783,8,160,ANSWERED,R03
C004134,2026-03-23 11:35:28,Main ,P01008,8,245,answered,R01
C004135,2026-03-23 11:38:57,New Patients,P03984,,114,answered,R02
C004136,2026-03-23 12:24:37,Main,P02503,4,181,ANSWERED,R02
C004137,2026-03-23 12:27:26,New Patients ,P01223,19,569,Answered,R03
C004138,2026-03-23 12:29:53,Main,P02636,18,94,Answered,R02
C004139,2026-03-23 12:34:47,Main,P01994,21,279,ANSWERED,R04
C004140,2026-03-23 12:41:07,New Patients,P02905,,642,answered,R04
C004141,2026-03-23 12:43:30,New Patients,P01598,73,0,VOICEMAIL,
C004142,2026-03-23 12:44:16,Main ,P01839,51,0,VOICEMAIL,
C004143,2026-03-23 12:53:31,Main,P01293,,320,Answered,R04
C004144,2026-03-23 12:56:00,Main,P01210,70,0,voicemail,
C004145,2026-03-23 13:08:47,Main,P01276,,223,answered,R04
C004146,2026-03-23 13:10:50,Billing,P00076,11,0,abandoned,
C004147,2026-03-23 13:12:38,New Patients,P01462,30,0,voicemail,
C004148,2026-03-23 13:13:46,Billing,P02410,11,245,ANSWERED,R04
C004149,2026-03-23 13:17:28,Main,P03258,39,0,Abandoned,
C004150,2026-03-23 13:19:14,Main,P02849,,153,answered,R04
C004150,2026-03-23 13:19:14,Main,P02849,,153,answered,R04
C004151,2026-03-23 13:24:18,New Patients,P02610,14,298,answered,R04
C004152,2026-03-23 13:30:27,Main ,P03829,8,88,ANSWERED,R03
C004153,2026-03-23 13:38:11,New Patients,P03202,14,433,Answered,R03
C004154,2026-03-23 14:55:30,Main ,P00530,5,101,answered,R02
C004155,2026-03-23 15:07:27,Main,P01107,11,442,answered,R02
C004156,2026-03-23 15:13:11,Main,P02646,,227,ANSWERED,R03
C004157,2026-03-23 15:32:32,Main,P00934,14,124,Answered,R04
C004158,2026-03-23 15:46:04,New Patients,P00601,8,317,Answered,R04
C004159,2026-03-23 15:53:35,Main,P00263,4,73,answered,R03
C004160,2026-03-23 16:00:07,New Patients,P03153,10,157,ANSWERED,R03
C004161,2026-03-23 16:02:51,Main ,P00248,20,104,Answered,R02
C004162,2026-03-23 16:05:37,Main,P00759,9,261,answered,R01
C004163,2026-03-23 16:10:15,New Patients,P03556,16,342,Answered,R04
C004164,2026-03-23 16:13:04,Main,P00205,23,169,answered,R01
C004165,2026-03-23 16:27:16,Main,P03954,6,270,Answered,R04
C004166,2026-03-23 16:32:17,New Patients,P01785,,416,answered,R03
C004167,2026-03-23 16:47:17,New Patients,P02058,7,284,Answered,R04
C004168,2026-03-23 16:51:44,Main ,P00731,8,144,ANSWERED,R03
C004169,2026-03-23 16:57:56,New Patients,P03536,9,125,Answered,R04
C004170,2026-03-23 17:27:46,New Patients,P00321,21,171,answered,R03
C004171,2026-03-23 17:33:49,Main,P02233,10,448,Answered,R03
C004172,2026-03-23 17:46:15,New Patients,P02475,,312,ANSWERED,R03
C004173,2026-03-23 17:49:41,Main,P00117,5,333,answered,R04
C004174,2026-03-23 17:59:18,Billing,P04161,16,252,Answered,R03
C004175,2026-03-24 08:15:33,Billing,P03245,7,290,ANSWERED,R02
C004176,2026-03-24 08:15:09,Main,P02646,10,130,answered,R01
C004177,2026-03-24 08:24:36,Billing,P04008,5,128,ANSWERED,R02
C004178,2026-03-24 08:40:15,Main,P02975,8,517,ANSWERED,R02
C004179,2026-03-24 08:44:53,Main,P00297,17,144,ANSWERED,R01
C004180,2026-03-24 08:52:24,Main,P03882,5,133,Answered,R02
C004181,2026-03-24 08:56:09,Main,P01607,,58,ANSWERED,R01
C004182,2026-03-24 09:08:14,Billing ,P03569,13,83,Answered,R01
C004183,2026-03-24 09:12:22,Billing,P01006,14,299,answered,R01
C004184,2026-03-24 09:12:29,Billing ,P03853,18,134,ANSWERED,R02
C004185,2026-03-24 09:16:01,Main,P00220,24,126,ANSWERED,R02
C004186,2026-03-24 09:16:14,Main,P03167,39,0,Voicemail,
C004187,2026-03-24 09:25:01,New Patients,P01750,6,438,ANSWERED,R02
C004188,2026-03-24 09:42:29,New Patients,P01526,8,349,ANSWERED,R02
C004189,2026-03-24 09:45:30,New Patients,P00410,5,271,ANSWERED,R03
C004190,2026-03-24 09:50:14,Main,P01113,8,217,ANSWERED,R01
C004191,2026-03-24 09:52:50,Main,P02023,5,179,Answered,R04
C004192,2026-03-24 10:01:59,Main,P03662,6,328,Answered,R04
C004193,2026-03-24 10:06:39,New Patients,P02315,,212,answered,R01
C004194,2026-03-24 10:06:16,Main,P02161,,175,answered,R02
C004195,2026-03-24 10:20:33,Main,P02778,18,142,answered,R01
C004196,2026-03-24 10:21:45,New Patients,P01530,21,316,ANSWERED,R02
C004197,2026-03-24 10:26:34,Main,P01887,18,455,answered,R04
C004198,2026-03-24 10:33:57,New Patients,P02440,9,542,Answered,R01
C004199,2026-03-24 10:43:48,New Patients,P02021,7,558,Answered,R03
C004200,2026-03-24 10:44:15,Main,P03141,5,117,Answered,R04
C004201,2026-03-24 10:47:42,Main,P00448,,162,answered,R01
C004202,2026-03-24 10:56:33,New Patients,P03885,8,386,answered,R03
C004203,2026-03-24 10:58:14,Billing,P03560,19,465,ANSWERED,R01
C004204,2026-03-24 11:03:07,New Patients,P02668,10,393,Answered,R04
C004205,2026-03-24 11:08:40,New Patients,P02747,,286,answered,R03
C004206,2026-03-24 11:23:58,Main,P02301,10,171,ANSWERED,R04
C004207,2026-03-24 11:31:35,New Patients,P03106,16,420,answered,R03
C004207,2026-03-24 11:31:35,New Patients,P03106,16,420,answered,R03
C004208,2026-03-24 12:10:47,New Patients,P01260,17,341,answered,R02
C004209,2026-03-24 12:23:20,Main,P04134,10,261,Answered,R04
C004210,2026-03-24 12:27:06,Main,P04002,6,302,ANSWERED,R02
C004211,2026-03-24 12:45:11,New Patients,P00115,7,614,Answered,R04
C004212,2026-03-24 12:50:56,Main,P01430,40,0,VOICEMAIL,
C004213,2026-03-24 12:57:52,Billing,P03229,,170,Answered,R04
C004214,2026-03-24 13:00:37,Main,P00368,41,0,voicemail,
C004215,2026-03-24 13:07:13,Main,P02719,15,138,ANSWERED,R04
C004216,2026-03-24 13:07:43,New Patients,P01926,36,0,ABANDONED,
C004217,2026-03-24 13:11:13,Main,P03966,44,0,VOICEMAIL,
C004218,2026-03-24 13:13:42,Main,P01066,12,199,Answered,R04
C004219,2026-03-24 13:18:30,Main,P02454,,210,answered,R04
C004220,2026-03-24 13:32:25,Main,P01494,21,201,Answered,R03
C004221,2026-03-24 13:38:58,Main,P03378,11,154,answered,R03
C004222,2026-03-24 13:54:42,New Patients,P03764,9,423,answered,R01
C004223,2026-03-24 14:02:23,New Patients,P00414,4,509,answered,R02
C004224,2026-03-24 14:10:11,Main,P03650,,417,Answered,R03
C004225,2026-03-24 14:17:04,New Patients,P01835,9,158,ANSWERED,R02
C004226,2026-03-24 14:21:59,Main,P03104,8,251,Answered,R01
C004227,2026-03-24 14:43:37,Main,P03235,19,124,answered,R02
C004228,2026-03-24 14:49:01,New Patients,P00314,17,98,answered,R03
C004229,2026-03-24 15:07:03,Main,P03227,12,141,answered,R02
C004230,2026-03-24 15:32:45,Main,P00633,8,169,Answered,R04
C004231,2026-03-24 15:52:47,New Patients,P00455,16,515,answered,R03
C004232,2026-03-24 15:53:59,New Patients,P01601,7,346,answered,R04
C004233,2026-03-24 16:02:30,New Patients,P01337,,349,ANSWERED,R03
C004234,2026-03-24 16:14:11,New Patients,P02742,6,362,ANSWERED,R03
C004235,2026-03-24 16:17:52,New Patients,P03148,17,193,answered,R04
C004236,2026-03-24 16:18:08,Billing,P00078,3,117,answered,R01
C004237,2026-03-24 16:24:15,Main ,P01598,,289,ANSWERED,R04
C004238,2026-03-24 16:25:33,Main,P02353,3,338,ANSWERED,R01
C004239,2026-03-24 16:26:05,Main,P03068,15,247,answered,R02
C004240,2026-03-24 16:30:44,Main,P02987,5,134,answered,R04
C004241,2026-03-24 16:42:09,New Patients,P04017,7,102,ANSWERED,R03
C004242,2026-03-24 16:47:57,New Patients,P01453,10,318,ANSWERED,R03
C004243,2026-03-24 17:21:19,Main,P03359,,187,ANSWERED,R04
C004244,2026-03-24 17:30:33,New Patients,P04087,,236,answered,R04
C004245,2026-03-24 17:40:59,Main,P00081,14,228,answered,R03
C004246,2026-03-24 17:40:00,New Patients,P02590,8,406,ANSWERED,R04
C004247,2026-03-24 17:53:38,Main,P00087,3,217,ANSWERED,R03
C004248,2026-03-25 08:00:26,New Patients,P02210,9,599,ANSWERED,R02
C004248,2026-03-25 08:00:26,New Patients,P02210,9,599,ANSWERED,R02
C004249,2026-03-25 08:31:24,Main,P02598,6,276,Answered,R01
C004250,2026-03-25 08:42:51,Main,P01680,7,240,answered,R02
C004251,2026-03-25 08:59:16,Main,P02838,3,345,ANSWERED,R02
C004252,2026-03-25 09:05:11,Main,P03198,10,291,answered,R01
C004253,2026-03-25 09:12:32,Main,P02056,3,179,ANSWERED,R02
C004254,2026-03-25 09:29:54,Main,P03729,9,67,answered,R02
C004255,2026-03-25 09:36:08,Billing,P00667,4,445,answered,R04
C004256,2026-03-25 09:36:24,New Patients,P00332,16,162,answered,R03
C004257,2026-03-25 09:44:11,Main,P02985,20,123,answered,R02
C004258,2026-03-25 09:45:03,Main,P01030,11,212,Answered,R03
C004259,2026-03-25 09:48:51,New Patients,P03330,9,352,ANSWERED,R02
C004260,2026-03-25 09:48:35,Main,P01523,15,453,answered,R01
C004261,2026-03-25 09:56:12,Main,P02665,,227,answered,R04
C004262,2026-03-25 10:01:46,Main,P03481,10,175,Answered,R01
C004262,2026-03-25 10:01:46,Main,P03481,10,175,Answered,R01
C004263,2026-03-25 10:01:00,Main,P03583,,190,answered,R03
C004264,2026-03-25 10:03:45,New Patients,P00453,13,232,answered,R04
C004265,2026-03-25 10:05:28,Main,P03275,22,343,answered,R02
C004266,2026-03-25 10:12:22,New Patients,P01491,3,279,answered,R02
C004267,2026-03-25 10:37:04,Main,P01947,6,115,answered,R01
C004268,2026-03-25 10:59:50,Main,P02618,14,285,answered,R02
C004269,2026-03-25 11:06:42,Main,P02278,,299,answered,R03
C004270,2026-03-25 11:09:20,Main,P04146,5,190,answered,R04
C004271,2026-03-25 11:12:13,New Patients,P00019,11,363,answered,R02
C004272,2026-03-25 11:19:22,New Patients,P03039,15,680,answered,R01
C004273,2026-03-25 11:21:35,Main ,P01556,,197,answered,R02
C004274,2026-03-25 11:56:14,Main,P00231,12,151,Answered,R02
C004275,2026-03-25 12:20:06,Main,P01275,4,206,ANSWERED,R01
C004276,2026-03-25 12:44:33,Main ,P00021,26,265,answered,R04
C004277,2026-03-25 12:52:49,Main,P01768,4,285,ANSWERED,R04
C004278,2026-03-25 12:57:10,Billing,P01013,27,0,abandoned,
C004279,2026-03-25 13:05:59,Main,P03234,5,359,ANSWERED,R04
C004280,2026-03-25 13:07:15,Main ,P02915,34,0,ABANDONED,
C004281,2026-03-25 13:10:47,New Patients,P02680,26,0,ABANDONED,
C004282,2026-03-25 13:12:42,New Patients,P03621,38,0,Voicemail,
C004283,2026-03-25 13:13:47,Main ,P00098,15,515,answered,R04
C004284,2026-03-25 14:26:33,Main,P00530,10,584,answered,R01
C004285,2026-03-25 15:12:33,Main,P01731,3,154,ANSWERED,R03
C004286,2026-03-25 15:34:59,Main,P02361,9,117,answered,R01
C004287,2026-03-25 15:41:07,New Patients,P02005,8,384,answered,R01
C004288,2026-03-25 15:54:42,Main,P03005,9,213,answered,R04
C004289,2026-03-25 16:06:35,New Patients,P00369,21,254,ANSWERED,R01
C004290,2026-03-25 16:26:24,New Patients,P01066,12,362,Answered,R04
C004291,2026-03-25 16:42:43,Main,P02522,4,240,ANSWERED,R03
C004292,2026-03-25 16:43:55,Main,P03226,17,205,answered,R04
C004293,2026-03-25 17:04:48,Main,P02973,11,239,ANSWERED,R04
C004294,2026-03-25 17:20:40,New Patients,P01508,6,188,Answered,R04
C004295,2026-03-25 17:26:45,New Patients,P03334,5,174,Answered,R04
C004296,2026-03-25 17:35:19,New Patients,P02239,,303,Answered,R04
C004297,2026-03-25 17:46:31,Main,P03085,8,582,answered,R03
C004298,2026-03-26 08:12:59,Main,P03393,8,308,Answered,R02
C004299,2026-03-26 08:24:08,New Patients,P03793,,207,answered,R01
C004300,2026-03-26 08:33:26,Main,P01552,,159,answered,R01
C004301,2026-03-26 08:48:54,Main,P03981,12,218,ANSWERED,R02
C004302,2026-03-26 08:51:20,New Patients,P02214,11,194,answered,R01
C004303,2026-03-26 08:52:12,Main,P03158,7,0,abandoned,
C004304,2026-03-26 08:57:22,Main,P03525,11,153,Answered,R01
C004305,2026-03-26 08:57:23,Main,P00073,4,155,answered,R02
C004306,2026-03-26 08:58:32,New Patients,P03943,1,0,ABANDONED,
C004307,2026-03-26 09:00:41,New Patients,P04183,76,0,voicemail,
C004308,2026-03-26 09:14:44,New Patients,P01409,,218,Answered,R01
C004309,2026-03-26 09:20:09,New Patients ,P01736,11,312,answered,R02
C004310,2026-03-26 09:20:27,Main,P01298,9,167,answered,R01
C004311,2026-03-26 09:23:21,Main,P03559,60,0,VOICEMAIL,
C004312,2026-03-26 09:36:45,Billing,P04168,,371,answered,R01
C004313,2026-03-26 09:37:04,Main,P02411,,125,Answered,R04
C004314,2026-03-26 09:38:45,Main,P04006,3,262,Answered,R03
C004315,2026-03-26 09:41:41,New Patients,P00038,,168,answered,R04
C004316,2026-03-26 09:48:00,Main ,P01530,11,147,ANSWERED,R01
C004317,2026-03-26 09:52:12,Main,P02478,15,390,ANSWERED,R01
C004318,2026-03-26 09:52:34,Main,P02613,19,191,ANSWERED,R04
C004319,2026-03-26 09:59:55,New Patients,P01291,4,268,ANSWERED,R02
C004320,2026-03-26 10:15:15,New Patients,P04103,11,184,Answered,R03
C004321,2026-03-26 10:23:20,New Patients,P00773,8,300,answered,R03
C004322,2026-03-26 10:31:45,New Patients,P00692,3,159,Answered,R01
C004323,2026-03-26 10:34:31,Main,P00489,,141,answered,R03
C004324,2026-03-26 10:38:50,New Patients,P01080,25,565,ANSWERED,R01
C004325,2026-03-26 10:39:55,New Patients,P02764,,189,answered,R02
C004326,2026-03-26 10:41:11,Main,P04067,,215,ANSWERED,R03
C004327,2026-03-26 10:48:34,New Patients,P03463,15,92,Answered,R04
C004328,2026-03-26 10:53:29,Main ,P00762,,184,answered,R04
C004329,2026-03-26 11:00:57,Main,P02299,4,204,answered,R02
C004330,2026-03-26 11:04:30,Billing,P00215,,280,answered,R01
C004331,2026-03-26 11:08:20,Main,P01453,19,368,answered,R04
C004331,2026-03-26 11:08:20,Main,P01453,19,368,answered,R04
C004332,2026-03-26 11:15:29,Billing,P03678,,246,answered,R03
C004333,2026-03-26 11:17:29,Main,P00961,7,250,Answered,R02
C004334,2026-03-26 11:26:43,New Patients,P01431,8,496,answered,R03
C004335,2026-03-26 11:27:05,Billing,P02423,12,334,answered,R02
C004336,2026-03-26 11:41:53,Main,P03292,5,197,ANSWERED,R03
C004337,2026-03-26 12:07:38,New Patients,P01423,13,391,answered,R03
C004338,2026-03-26 12:19:53,New Patients,P01984,12,360,ANSWERED,R04
C004339,2026-03-26 12:38:39,Billing,P01999,3,502,answered,R04
C004340,2026-03-26 12:43:56,New Patients,P01543,23,0,Abandoned,
C004341,2026-03-26 12:46:37,Main ,P01860,44,0,VOICEMAIL,
C004342,2026-03-26 12:48:48,New Patients,P00020,23,0,ABANDONED,
C004343,2026-03-26 12:55:25,Main,P03446,12,154,ANSWERED,R04
C004344,2026-03-26 12:58:00,Main,P01638,63,0,voicemail,
C004345,2026-03-26 13:05:24,New Patients,P03562,5,228,answered,R04
C004346,2026-03-26 13:09:14,New Patients,P01069,20,0,voicemail,
C004347,2026-03-26 13:12:06,Main,P00775,18,88,answered,R04
C004348,2026-03-26 13:15:47,Main,P03895,7,262,answered,R04
C004349,2026-03-26 13:19:38,Main,P02740,43,0,VOICEMAIL,
C004350,2026-03-26 14:41:40,New Patients ,P02966,,270,Answered,R01
C004351,2026-03-26 15:07:27,Main,P03418,5,161,answered,R02
C004352,2026-03-26 15:15:03,Main,P01492,16,269,ANSWERED,R03
C004353,2026-03-26 15:24:12,Main,P02675,15,112,answered,R04
C004354,2026-03-26 15:35:31,Main,P03652,6,161,answered,R04
C004355,2026-03-26 15:39:39,Main,P01239,9,636,ANSWERED,R02
C004355,2026-03-26 15:39:39,Main,P01239,9,636,ANSWERED,R02
C004356,2026-03-26 16:03:39,New Patients,P04041,19,233,ANSWERED,R03
C004357,2026-03-26 16:04:30,New Patients,P00945,26,526,answered,R02
C004358,2026-03-26 16:23:51,Billing,P02599,13,291,answered,R01
C004359,2026-03-26 16:27:43,Main,P02985,12,361,ANSWERED,R03
C004360,2026-03-26 16:28:57,Billing,P03635,15,603,answered,R02
C004361,2026-03-26 16:43:41,Billing ,P03358,5,267,answered,R04
C004362,2026-03-26 16:51:25,Main,P02883,8,333,ANSWERED,R04
C004363,2026-03-26 17:02:08,Billing,P00732,8,270,ANSWERED,R04
C004364,2026-03-26 17:02:53,Main,P01816,4,373,Answered,R03
C004365,2026-03-26 17:09:20,Main,P00101,,348,Answered,R04
C004366,2026-03-26 17:11:54,Main,P01064,7,361,answered,R03
C004367,2026-03-26 17:13:17,Main,P01008,0,0,ABANDONED,
C004368,2026-03-26 17:18:27,Main,P01414,19,155,answered,R04
C004369,2026-03-27 08:28:18,New Patients,P01864,7,115,answered,R01
C004370,2026-03-27 08:37:41,Main,P04083,19,96,Answered,R01
C004371,2026-03-27 08:38:23,New Patients,P03841,,305,ANSWERED,R02
C004372,2026-03-27 08:52:00,New Patients,P00627,12,427,Answered,R02
C004373,2026-03-27 08:52:36,New Patients,P01756,24,196,answered,R01
C004374,2026-03-27 08:53:47,New Patients,P02201,55,0,voicemail,
C004375,2026-03-27 08:55:22,New Patients ,P01386,37,0,Voicemail,
C004376,2026-03-27 08:58:24,Main ,P02869,19,120,Answered,R01
C004377,2026-03-27 09:04:04,Main,P00407,19,237,answered,R02
C004378,2026-03-27 09:10:44,Main,P00778,5,326,ANSWERED,R01
C004379,2026-03-27 09:26:34,New Patients ,P03124,8,664,ANSWERED,R01
C004380,2026-03-27 09:38:09,Billing,P00442,,240,answered,R03
C004381,2026-03-27 09:43:56,Billing,P00965,14,128,answered,R02
C004382,2026-03-27 09:44:22,Main,P01978,6,127,Answered,R01
C004383,2026-03-27 09:49:07,Main,P01755,22,133,answered,R03
C004384,2026-03-27 10:00:12,Billing,P02140,3,237,Answered,R01
C004385,2026-03-27 10:00:38,Main,P04030,4,231,Answered,R02
C004386,2026-03-27 10:01:23,Main,P00285,4,382,answered,R04
C004387,2026-03-27 10:03:42,New Patients,P03731,,461,answered,R03
C004388,2026-03-27 10:10:47,Billing,P02704,,331,Answered,R01
C004389,2026-03-27 10:12:11,New Patients,P04028,5,349,ANSWERED,R04
C004390,2026-03-27 10:36:06,Main ,P03772,,181,ANSWERED,R03
C004391,2026-03-27 10:49:04,Main,P00586,6,162,Answered,R02
C004392,2026-03-27 11:03:48,Main ,P01700,7,106,answered,R01
C004393,2026-03-27 11:03:10,New Patients ,P01460,,703,Answered,R03
C004394,2026-03-27 11:05:30,Main,P01034,14,147,answered,R02
C004395,2026-03-27 11:05:53,New Patients,P02636,20,493,ANSWERED,R04
C004396,2026-03-27 11:07:13,New Patients,P02037,13,120,ANSWERED,R01
C004397,2026-03-27 11:08:52,Main,P01389,28,0,Abandoned,
C004398,2026-03-27 11:11:51,Billing,P01523,7,216,answered,R02
C004399,2026-03-27 11:27:17,New Patients,P03657,,168,answered,R01
C004400,2026-03-27 11:52:28,New Patients,P02019,16,159,answered,R01
C004401,2026-03-27 12:01:25,Billing,P01895,19,211,ANSWERED,R01
C004402,2026-03-27 12:27:00,Main,P03001,16,145,answered,R03
C004403,2026-03-27 12:36:35,Main,P01906,,209,ANSWERED,R04
C004404,2026-03-27 12:42:47,New Patients,P01019,24,605,ANSWERED,R04
C004405,2026-03-27 12:54:35,Main,P02638,10,295,Answered,R04
C004406,2026-03-27 13:04:23,New Patients,P02791,5,385,answered,R04
C004407,2026-03-27 13:13:49,Main,P02415,3,295,Answered,R04
C004408,2026-03-27 13:14:57,Main,P03367,46,0,ABANDONED,
C004409,2026-03-27 13:17:36,Main,P03290,27,0,Abandoned,
C004410,2026-03-27 13:31:37,New Patients,P00566,7,287,Answered,R03
C004411,2026-03-27 13:44:03,Main,P01805,,570,answered,R01
C004412,2026-03-27 14:45:13,Main,P04038,4,372,ANSWERED,R01
C004413,2026-03-27 14:55:06,Main,P00799,19,192,ANSWERED,R02
C004414,2026-03-27 15:01:35,Main,P02215,,320,answered,R04
C004415,2026-03-27 15:28:42,Main,P03918,17,174,ANSWERED,R02
C004416,2026-03-27 15:43:40,New Patients,P02747,20,106,answered,R02
C004417,2026-03-27 15:51:38,Main,P00199,24,145,ANSWERED,R04
C004418,2026-03-27 15:52:34,Main,P01919,7,314,answered,R02
C004419,2026-03-27 16:10:44,Main,P03395,7,356,ANSWERED,R03
C004420,2026-03-27 16:17:20,New Patients,P00651,16,287,answered,R04
C004421,2026-03-27 16:27:36,Main,P02962,24,139,answered,R01
C004422,2026-03-27 16:36:38,New Patients,P00398,6,502,Answered,R03
C004423,2026-03-27 16:38:19,New Patients,P01989,10,228,ANSWERED,R04
C004424,2026-03-27 16:52:53,New Patients,P02860,8,258,answered,R03
C004425,2026-03-27 16:57:45,Main,P02227,3,114,answered,R04
C004426,2026-03-27 17:01:18,Main,P02940,15,221,Answered,R04
C004427,2026-03-27 17:04:27,New Patients,P03611,12,328,answered,R03
C004428,2026-03-27 17:11:47,Main,P03634,15,205,answered,R04
C004429,2026-03-27 17:14:42,Main ,P04155,16,274,ANSWERED,R03
C004430,2026-03-27 17:18:06,Main,P00963,21,215,ANSWERED,R04
C004431,2026-03-27 17:52:27,Main,P00177,19,98,ANSWERED,R04
C004432,2026-03-27 17:59:53,New Patients ,P03941,,847,answered,R04
C004433,2026-03-30 08:12:53,Main,P00669,,397,answered,R01
C004434,2026-03-30 08:35:33,Main,P02806,14,282,answered,R01
C004435,2026-03-30 08:39:54,New Patients,P03445,13,260,ANSWERED,R02
C004435,2026-03-30 08:39:54,New Patients,P03445,13,260,ANSWERED,R02
C004436,2026-03-30 08:48:07,New Patients,P01742,,294,answered,R02
C004437,2026-03-30 08:53:08,Main,P02912,9,313,answered,R01
C004438,2026-03-30 08:53:16,Billing,P00150,24,0,VOICEMAIL,
C004439,2026-03-30 08:58:40,New Patients,P00294,22,290,answered,R02
C004440,2026-03-30 09:02:41,Main ,P02117,17,125,ANSWERED,R01
C004441,2026-03-30 09:04:52,Main,P03359,14,0,abandoned,
C004442,2026-03-30 09:04:21,Main,P02225,85,0,VOICEMAIL,
C004443,2026-03-30 09:12:59,Main,P02798,9,378,answered,R01
C004444,2026-03-30 09:15:45,New Patients,P01072,,930,answered,R02
C004445,2026-03-30 09:15:55,New Patients,P02234,54,0,VOICEMAIL,
C004446,2026-03-30 09:25:40,Main ,P03493,16,163,answered,R01
C004447,2026-03-30 09:32:41,Main,P03807,10,232,answered,R04
C004448,2026-03-30 09:42:30,Billing,P02339,8,219,Answered,R02
C004449,2026-03-30 09:44:26,Main,P03826,6,194,answered,R04
C004450,2026-03-30 09:46:43,Billing,P00530,3,220,ANSWERED,R01
C004451,2026-03-30 09:47:38,Main,P01423,19,215,answered,R03
C004452,2026-03-30 09:53:02,Main ,P03499,,191,answered,R04
C004453,2026-03-30 09:55:13,Main,P00519,7,108,answered,R01
C004454,2026-03-30 09:57:49,Billing ,P03935,10,164,answered,R03
C004455,2026-03-30 09:57:36,Main ,P02306,22,198,answered,R02
C004456,2026-03-30 09:59:15,New Patients,P00966,6,484,ANSWERED,R01
C004457,2026-03-30 10:01:37,Main,P00877,5,290,answered,R03
C004458,2026-03-30 10:07:03,Main,P00673,13,62,ANSWERED,R02
C004459,2026-03-30 10:08:13,Billing,P03153,9,355,answered,R04
C004460,2026-03-30 10:08:56,New Patients,P02377,4,270,answered,R03
C004461,2026-03-30 10:13:19,Billing,P01303,7,202,answered,R02
C004462,2026-03-30 10:14:05,New Patients,P02659,8,252,ANSWERED,R01
C004463,2026-03-30 10:20:21,Billing,P01675,8,213,ANSWERED,R01
C004464,2026-03-30 10:30:43,Main,P01294,,64,Answered,R04
C004465,2026-03-30 10:49:45,New Patients,P04187,12,362,answered,R02
C004466,2026-03-30 10:50:55,Main,P03993,17,352,answered,R04
C004467,2026-03-30 11:10:31,New Patients ,P01405,,278,Answered,R04
C004468,2026-03-30 11:17:38,New Patients,P03143,10,147,ANSWERED,R01
C004469,2026-03-30 11:19:20,Main,P03121,9,71,Answered,R03
C004470,2026-03-30 11:21:00,Main,P00609,5,151,ANSWERED,R04
C004471,2026-03-30 11:45:03,Main,P00838,8,85,answered,R01
C004472,2026-03-30 11:54:22,Billing,P01475,3,106,answered,R04
C004473,2026-03-30 11:55:05,Main,P00647,15,143,Answered,R03
C004474,2026-03-30 12:12:52,Main,P00933,,179,answered,R03
C004475,2026-03-30 12:13:28,Main,P00472,8,177,ANSWERED,R04
C004476,2026-03-30 12:26:53,Main,P00228,9,182,ANSWERED,R04
C004477,2026-03-30 12:37:51,Billing,P00047,8,261,answered,R04
C004478,2026-03-30 12:40:57,Billing,P01295,64,0,voicemail,
C004479,2026-03-30 12:40:13,Main,P00001,40,0,abandoned,
C004480,2026-03-30 12:41:25,New Patients,P02742,16,0,ABANDONED,
C004481,2026-03-30 12:42:17,Main,P02565,35,0,voicemail,
C004481,2026-03-30 12:42:17,Main,P02565,35,0,voicemail,
C004482,2026-03-30 12:52:50,Main ,P00340,10,459,answered,R04
C004483,2026-03-30 12:52:05,Main,P02481,16,0,ABANDONED,
C004484,2026-03-30 12:53:20,Billing,P01986,45,0,voicemail,
C004485,2026-03-30 12:54:09,New Patients,P03330,4,0,Abandoned,
C004486,2026-03-30 12:54:59,Main,P01561,47,0,VOICEMAIL,
C004487,2026-03-30 12:55:38,Billing,P04051,38,0,Voicemail,
C004488,2026-03-30 12:58:57,Main,P00408,50,0,voicemail,
C004489,2026-03-30 13:02:11,Main,P01227,17,185,Answered,R04
C004490,2026-03-30 13:13:07,Main,P02138,,285,answered,R04
C004491,2026-03-30 13:14:16,New Patients,P04031,40,0,abandoned,
C004492,2026-03-30 13:22:06,New Patients,P01306,9,155,answered,R04
C004493,2026-03-30 13:25:01,Main,P03024,43,0,voicemail,
C004494,2026-03-30 13:30:54,Billing,P04090,10,145,ANSWERED,R03
C004495,2026-03-30 13:35:57,Billing ,P00383,,187,answered,R02
C004496,2026-03-30 13:38:03,Billing,P01126,10,236,Answered,R03
